#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2021 12 02 02 20 300  0.1  0.9 99.00 99.00 99.00 999 1018.7  12.0  15.5  12.0 99.0 99.00 
2021 12 02 02 30 251  0.7  2.3 99.00 99.00 99.00 999 1018.7  12.1  15.5  12.1 99.0 99.00 
2021 12 02 02 40 197  0.9  2.2  0.83 12.90  7.50 267 1018.7  12.2  15.5  12.2 99.0 99.00 
2021 12 02 02 50 131  0.6  1.3 99.00 99.00 99.00 999 1018.7  12.2  15.4  12.1 99.0 99.00 
2021 12 02 03 00 175  1.0  2.0 99.00 99.00 99.00 999 1018.8  12.1  15.4  12.0 99.0 99.00 
2021 12 02 03 10 157  0.3  0.9 99.00 99.00 99.00 999 1018.8  12.0  15.5  11.9 99.0 99.00 
2021 12 02 03 20 278  1.3  2.3 99.00 99.00 99.00 999 1018.7  12.1  15.4  12.0 99.0 99.00 
2021 12 02 03 30 265  1.1  2.3 99.00 99.00 99.00 999 1018.7  11.9  15.4  11.8 99.0 99.00 
2021 12 02 03 40 270  0.9  1.9  0.88 12.90  7.72 281 1018.7  11.8  15.4  11.7 99.0 99.00 
2021 12 02 03 50 270  1.3  2.5 99.00 99.00 99.00 999 1018.7  11.9  15.4  11.8 99.0 99.00 
2021 12 02 04 00 261  1.1  2.0 99.00 99.00 99.00 999 1018.6  11.8  15.4  11.7 99.0 99.00 
2021 12 02 04 10 274  1.4  3.3 99.00 99.00 99.00 999 1018.6  12.0  15.4  12.0 99.0 99.00 
2021 12 02 04 20 253  1.4  3.4 99.00 99.00 99.00 999 1018.7  12.0  15.4  12.0 99.0 99.00 
2021 12 02 04 30 250  0.6  2.6 99.00 99.00 99.00 999 1018.8  12.0  15.4  12.0 99.0 99.00 
2021 12 02 04 40 282  1.6  3.0  0.92 12.12  8.43 260 1018.9  12.1  15.4  12.1 99.0 99.00 
2021 12 02 04 50 237  1.5  3.6 99.00 99.00 99.00 999 1018.9  12.2  15.4  12.2 99.0 99.00 
2021 12 02 05 00 213  1.5  2.3 99.00 99.00 99.00 999 1019.1  12.2  15.4  12.2 99.0 99.00 
2021 12 02 05 10 248  2.1  3.7 99.00 99.00 99.00 999 1019.0  12.2  15.4  12.2 99.0 99.00 
2021 12 02 05 20 239  2.1  3.7 99.00 99.00 99.00 999 1019.2  12.0  15.4  11.9 99.0 99.00 
2021 12 02 05 30 242  2.1  3.5 99.00 99.00 99.00 999 1019.3  12.0  15.4  11.9 99.0 99.00 
2021 12 02 05 40 233  1.5  2.8  0.79 12.90  8.29 268 1019.5  11.9  15.4  11.9 99.0 99.00 
2021 12 02 05 50 235  2.5  4.2 99.00 99.00 99.00 999 1019.4  12.1  15.4  12.1 99.0 99.00 
2021 12 02 06 00 242  2.9  5.0 99.00 99.00 99.00 999 1019.3  12.1  15.4  12.1 99.0 99.00 
2021 12 02 06 10 266  2.5  4.0 99.00 99.00 99.00 999 1019.4  12.1  15.4  12.1 99.0 99.00 
2021 12 02 06 20 268  2.5  4.1 99.00 99.00 99.00 999 1019.5  12.1  15.4  12.1 99.0 99.00 
2021 12 02 06 30 242  2.9  4.0 99.00 99.00 99.00 999 1019.5  12.2  15.3  12.2 99.0 99.00 
2021 12 02 06 40 251  3.0  4.8  0.81 11.43  8.46 258 1019.5  12.0  15.3  12.0 99.0 99.00 
2021 12 02 06 50 270  2.4  4.2 99.00 99.00 99.00 999 1019.7  11.8  15.3  11.7 99.0 99.00 
2021 12 02 07 00 274  2.5  4.4 99.00 99.00 99.00 999 1019.8  11.8  15.3  11.8 99.0 99.00 
2021 12 02 07 10 260  3.1  4.4 99.00 99.00 99.00 999 1019.6  11.8  15.3  11.8 99.0 99.00 
2021 12 02 07 20 283  2.0  4.0 99.00 99.00 99.00 999 1019.7  11.7  15.3  11.7 99.0 99.00 
2021 12 02 07 30 291  1.9  4.0 99.00 99.00 99.00 999 1019.7  11.8  15.3  11.8 99.0 99.00 
2021 12 02 07 40 312  2.3  3.7  0.87 11.43  8.71 275 1019.7  11.9  15.3  11.9 99.0 99.00 
2021 12 02 07 50 358  2.3  3.6 99.00 99.00 99.00 999 1019.7  11.9  15.3  11.9 99.0 99.00 
2021 12 02 08 00  12  1.6  2.4 99.00 99.00 99.00 999 1019.7  11.8  15.3  11.8 99.0 99.00 
2021 12 02 08 10 327  1.4  2.9 99.00 99.00 99.00 999 1019.6  11.7  15.3  11.6 99.0 99.00 
2021 12 02 08 20 264  0.5  1.4 99.00 99.00 99.00 999 1019.5  11.6 999.0  11.6 99.0 99.00 
2021 12 02 08 30 130  0.2  1.1 99.00 99.00 99.00 999 1019.6  11.6  15.4  11.6 99.0 99.00 
2021 12 02 08 40  72  0.8  1.8  0.81 12.12  8.15 262 1019.4  11.6  15.4  11.6 99.0 99.00 
2021 12 02 08 50  51  0.5  2.0 99.00 99.00 99.00 999 1019.5  11.6  15.4  11.6 99.0 99.00 
2021 12 02 09 00  77  1.5  2.2 99.00 99.00 99.00 999 1019.6  11.6  15.4  11.6 99.0 99.00 
2021 12 02 09 10  45  0.6  1.6 99.00 99.00 99.00 999 1019.5  11.6  15.4  11.6 99.0 99.00 
2021 12 02 09 20  47  0.1  0.7 99.00 99.00 99.00 999 1019.5  11.7  15.4  11.7 99.0 99.00 
2021 12 02 09 30 320  0.3  1.2 99.00 99.00 99.00 999 1019.5  11.6  15.4  11.6 99.0 99.00 
2021 12 02 09 40 232  0.6  1.5  0.83 12.12  8.52 264 1019.6  11.6  15.4  11.6 99.0 99.00 
2021 12 02 09 50 183  0.4  1.3 99.00 99.00 99.00 999 1019.7  11.6 999.0  11.6 99.0 99.00 
2021 12 02 10 00 214  0.2  1.4 99.00 99.00 99.00 999 1019.8  11.5  15.4  11.4 99.0 99.00 
2021 12 02 10 10 211  0.7  2.4 99.00 99.00 99.00 999 1019.8  11.4  15.4  11.3 99.0 99.00 
2021 12 02 10 20 265  1.4  2.5 99.00 99.00 99.00 999 1019.8  11.3  15.3  11.2 99.0 99.00 
2021 12 02 10 30 252  0.4  1.5 99.00 99.00 99.00 999 1020.0  11.3  15.3  11.2 99.0 99.00 
2021 12 02 10 40 157  0.2  1.1  0.74 12.12  7.90 279 1020.0  11.3  15.3  11.2 99.0 99.00 
2021 12 02 10 50 229  0.4  1.1 99.00 99.00 99.00 999 1020.0  11.4  15.3  11.4 99.0 99.00 
2021 12 02 11 00  78  0.6  1.3 99.00 99.00 99.00 999 1020.0  11.5  15.3  11.5 99.0 99.00 
2021 12 02 11 10   2  0.6  3.2 99.00 99.00 99.00 999 1020.1  11.5  15.3  11.5 99.0 99.00 
2021 12 02 11 20 339  1.7  2.7 99.00 99.00 99.00 999 1020.0  11.3  15.3  11.2 99.0 99.00 
