#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2021 11 02 02 40 277  5.1  6.1  0.77 14.81  5.78 286 1020.9  15.4  16.3  14.0 99.0 99.00 
2021 11 02 02 50 276  5.3  6.8 99.00 99.00 99.00 999 1020.9  15.4  16.3  14.1 99.0 99.00 
2021 11 02 03 00 272  5.5  6.8 99.00 99.00 99.00 999 1020.7  15.3  16.3  14.1 99.0 99.00 
2021 11 02 03 10 265  5.6  6.8 99.00 99.00 99.00 999 1020.8  15.1  16.3  13.9 99.0 99.00 
2021 11 02 03 20 268  5.5  7.0 99.00 99.00 99.00 999 1020.7  15.0  16.3  13.9 99.0 99.00 
2021 11 02 03 30 271  5.3  6.3 99.00 99.00 99.00 999 1020.9  15.0  16.3  13.9 99.0 99.00 
2021 11 02 03 40 285  4.8  5.9  0.84 17.39  5.90 275 1020.9  15.1  16.3  14.0 99.0 99.00 
2021 11 02 03 50 281  4.6  5.8 99.00 99.00 99.00 999 1020.9  15.2  16.3  14.1 99.0 99.00 
2021 11 02 04 00 274  4.9  6.1 99.00 99.00 99.00 999 1021.0  15.2  16.3  14.1 99.0 99.00 
2021 11 02 04 10 272  5.9  6.9 99.00 99.00 99.00 999 1021.1  15.2  16.3  14.1 99.0 99.00 
2021 11 02 04 20 273  5.3  6.6 99.00 99.00 99.00 999 1021.1  15.2  16.3  14.2 99.0 99.00 
2021 11 02 04 30 268  5.3  6.3 99.00 99.00 99.00 999 1021.1  15.1  16.3  14.1 99.0 99.00 
2021 11 02 04 40 269  5.5  6.8  0.89 17.39  6.13 222 1021.3  15.0  16.3  14.0 99.0 99.00 
2021 11 02 04 50 263  5.6  6.9 99.00 99.00 99.00 999 1021.4  15.0  16.3  14.1 99.0 99.00 
2021 11 02 05 00 259  5.1  6.5 99.00 99.00 99.00 999 1021.4  14.9  16.3  14.0 99.0 99.00 
2021 11 02 05 10 261  5.0  6.4 99.00 99.00 99.00 999 1021.5  14.9  16.3  14.1 99.0 99.00 
2021 11 02 05 20 263  4.8  5.9 99.00 99.00 99.00 999 1021.7  14.9  16.3  14.1 99.0 99.00 
2021 11 02 05 30 265  4.4  5.7 99.00 99.00 99.00 999 1021.7  15.0  16.3  14.2 99.0 99.00 
2021 11 02 05 40 269  4.5  5.7  0.99 16.00  6.05 281 1021.8  15.0  16.3  14.2 99.0 99.00 
2021 11 02 05 50 271  4.5  5.4 99.00 99.00 99.00 999 1021.7  15.0  16.2  14.1 99.0 99.00 
2021 11 02 06 00 274  4.6  5.3 99.00 99.00 99.00 999 1021.6  15.1  16.2  14.2 99.0 99.00 
2021 11 02 06 10 271  4.7  5.6 99.00 99.00 99.00 999 1021.6  15.1  16.2  14.2 99.0 99.00 
2021 11 02 06 20 271  4.3  5.8 99.00 99.00 99.00 999 1021.5  15.1  16.2  14.1 99.0 99.00 
2021 11 02 06 30 270  3.6  4.5 99.00 99.00 99.00 999 1021.5  15.2  16.2  14.1 99.0 99.00 
2021 11 02 06 40 270  3.5  4.4  1.19 16.00  7.18 285 1021.5  15.3  16.2  14.2 99.0 99.00 
2021 11 02 06 50 268  3.7  4.8 99.00 99.00 99.00 999 1021.5  15.3  16.2  14.2 99.0 99.00 
2021 11 02 07 00 261  3.7  4.7 99.00 99.00 99.00 999 1021.5  15.2  16.2  14.0 99.0 99.00 
2021 11 02 07 10 258  4.6  6.1 99.00 99.00 99.00 999 1021.8  15.3  16.2  14.1 99.0 99.00 
2021 11 02 07 20 265  6.2  9.1 99.00 99.00 99.00 999 1021.9  15.4  16.2  14.0 99.0 99.00 
2021 11 02 07 30 286  6.6  8.9 99.00 99.00 99.00 999 1021.5  15.6  16.2  14.0 99.0 99.00 
2021 11 02 07 40 312  4.5  5.7  1.30 16.00  7.70 264 1021.7  15.7  16.2  14.3 99.0 99.00 
2021 11 02 07 50 321  4.1  4.9 99.00 99.00 99.00 999 1021.7  15.8  16.2  14.5 99.0 99.00 
2021 11 02 08 00 323  3.6  4.6 99.00 99.00 99.00 999 1021.7  15.7  16.2  14.4 99.0 99.00 
2021 11 02 08 10 327  3.4  4.8 99.00 99.00 99.00 999 1021.8  15.8  16.2  14.2 99.0 99.00 
2021 11 02 08 20 353  1.8  2.9 99.00 99.00 99.00 999 1021.8  15.7  16.2  14.2 99.0 99.00 
2021 11 02 08 30  21  2.2  3.0 99.00 99.00 99.00 999 1021.9  15.5  16.2  14.2 99.0 99.00 
2021 11 02 08 40  39  2.2  3.3  1.28 16.00  7.84 289 1021.9  15.4  16.2  14.2 99.0 99.00 
2021 11 02 08 50  51  2.5  3.3 99.00 99.00 99.00 999 1021.9  15.3  16.2  14.1 99.0 99.00 
2021 11 02 09 00  56  1.9  2.6 99.00 99.00 99.00 999 1021.7  15.2  16.2  14.1 99.0 99.00 
2021 11 02 09 10  71  1.6  2.5 99.00 99.00 99.00 999 1021.7  15.1  16.1  14.0 99.0 99.00 
2021 11 02 09 20 112  0.9  1.7 99.00 99.00 99.00 999 1021.6  15.1  16.1  14.1 99.0 99.00 
2021 11 02 09 30 225  0.1  0.6 99.00 99.00 99.00 999 1021.5  15.0  16.1  14.0 99.0 99.00 
2021 11 02 09 40 254  0.2  1.0  1.25 16.00  9.46 261 1021.5  15.0  16.1  14.0 99.0 99.00 
2021 11 02 09 50 274  0.9  1.8 99.00 99.00 99.00 999 1021.5  15.0  16.1  14.0 99.0 99.00 
2021 11 02 10 00 295  0.8  1.7 99.00 99.00 99.00 999 1021.5  15.1  16.1  14.1 99.0 99.00 
2021 11 02 10 10 316  1.1  1.8 99.00 99.00 99.00 999 1021.4  15.1  16.1  14.1 99.0 99.00 
2021 11 02 10 20 310  0.8  1.5 99.00 99.00 99.00 999 1021.4  15.1  16.1  14.0 99.0 99.00 
2021 11 02 10 30 286  1.9  3.0 99.00 99.00 99.00 999 1021.3  15.2  16.1  14.0 99.0 99.00 
2021 11 02 10 40 285  2.2  3.7  1.18 16.00  8.80 259 1021.3  15.3  16.1  13.9 99.0 99.00 
2021 11 02 10 50 269  1.9  3.0 99.00 99.00 99.00 999 1021.1  15.3  16.1  13.8 99.0 99.00 
2021 11 02 11 00 280  2.6  3.9 99.00 99.00 99.00 999 1020.9  15.4  16.1  13.9 99.0 99.00 
2021 11 02 11 10 283  3.8  5.1 99.00 99.00 99.00 999 1020.9  15.6  16.1  14.0 99.0 99.00 
2021 11 02 11 20 284  4.2  5.2 99.00 99.00 99.00 999 1020.9  15.6  16.1  13.8 99.0 99.00 
2021 11 02 11 30 287  3.2  4.6 99.00 99.00 99.00 999 1020.9  15.6  16.1  13.8 99.0 99.00 
2021 11 02 11 40 295  2.5  4.0  1.16 16.00  7.86 290 1020.9  15.7  16.1  13.9 99.0 99.00 
2021 11 02 11 50  39  1.6  2.9 99.00 99.00 99.00 999 1021.1  15.6  16.1  14.0 99.0 99.00 
2021 11 02 12 00  57  2.4  4.2 99.00 99.00 99.00 999 1020.9  15.4  16.1  14.0 99.0 99.00 
2021 11 02 12 10  61  3.1  4.0 99.00 99.00 99.00 999 1020.9  15.2  16.1  14.1 99.0 99.00 
2021 11 02 12 20  62  3.1  4.2 99.00 99.00 99.00 999 1020.9  15.0  16.0  14.0 99.0 99.00 
2021 11 02 12 30  62  3.1  4.0 99.00 99.00 99.00 999 1021.0  15.0  16.0  14.0 99.0 99.00 
2021 11 02 12 40  60  3.4  4.7  1.25 14.81  7.32 267 1020.9  15.0  16.1  13.9 99.0 99.00 
